,File_Path,Filename,Dataset,Class,Hive,Stratify_Key
679,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____07_10_00.wav,Hive3_28_07_2017_QueenBee____07_10_00.wav,Hive3_28_07_2017,Active,Hive3,
680,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____07_20_00.wav,Hive3_28_07_2017_QueenBee____07_20_00.wav,Hive3_28_07_2017,Active,Hive3,
681,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____07_30_00.wav,Hive3_28_07_2017_QueenBee____07_30_00.wav,Hive3_28_07_2017,Active,Hive3,
682,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____07_40_00.wav,Hive3_28_07_2017_QueenBee____07_40_00.wav,Hive3_28_07_2017,Active,Hive3,
683,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____07_50_00.wav,Hive3_28_07_2017_QueenBee____07_50_00.wav,Hive3_28_07_2017,Active,Hive3,
684,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____08_00_00.wav,Hive3_28_07_2017_QueenBee____08_00_00.wav,Hive3_28_07_2017,Active,Hive3,
685,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____08_10_00.wav,Hive3_28_07_2017_QueenBee____08_10_00.wav,Hive3_28_07_2017,Active,Hive3,
686,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____08_20_00.wav,Hive3_28_07_2017_QueenBee____08_20_00.wav,Hive3_28_07_2017,Active,Hive3,
687,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____08_30_00.wav,Hive3_28_07_2017_QueenBee____08_30_00.wav,Hive3_28_07_2017,Active,Hive3,
688,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____08_40_00.wav,Hive3_28_07_2017_QueenBee____08_40_00.wav,Hive3_28_07_2017,Active,Hive3,
689,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____08_50_00.wav,Hive3_28_07_2017_QueenBee____08_50_00.wav,Hive3_28_07_2017,Active,Hive3,
690,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____09_00_00.wav,Hive3_28_07_2017_QueenBee____09_00_00.wav,Hive3_28_07_2017,Active,Hive3,
691,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____09_10_00.wav,Hive3_28_07_2017_QueenBee____09_10_00.wav,Hive3_28_07_2017,Active,Hive3,
692,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____09_20_00.wav,Hive3_28_07_2017_QueenBee____09_20_00.wav,Hive3_28_07_2017,Active,Hive3,
693,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____09_30_00.wav,Hive3_28_07_2017_QueenBee____09_30_00.wav,Hive3_28_07_2017,Active,Hive3,
694,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____09_40_00.wav,Hive3_28_07_2017_QueenBee____09_40_00.wav,Hive3_28_07_2017,Active,Hive3,
695,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____09_50_00.wav,Hive3_28_07_2017_QueenBee____09_50_00.wav,Hive3_28_07_2017,Active,Hive3,
696,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____10_00_00.wav,Hive3_28_07_2017_QueenBee____10_00_00.wav,Hive3_28_07_2017,Active,Hive3,
697,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____10_10_00.wav,Hive3_28_07_2017_QueenBee____10_10_00.wav,Hive3_28_07_2017,Active,Hive3,
698,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____10_20_00.wav,Hive3_28_07_2017_QueenBee____10_20_00.wav,Hive3_28_07_2017,Active,Hive3,
699,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____10_30_00.wav,Hive3_28_07_2017_QueenBee____10_30_00.wav,Hive3_28_07_2017,Active,Hive3,
700,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____10_40_00.wav,Hive3_28_07_2017_QueenBee____10_40_00.wav,Hive3_28_07_2017,Active,Hive3,
701,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____10_50_00.wav,Hive3_28_07_2017_QueenBee____10_50_00.wav,Hive3_28_07_2017,Active,Hive3,
702,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____11_00_00.wav,Hive3_28_07_2017_QueenBee____11_00_00.wav,Hive3_28_07_2017,Active,Hive3,
703,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____11_10_00.wav,Hive3_28_07_2017_QueenBee____11_10_00.wav,Hive3_28_07_2017,Active,Hive3,
704,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____11_20_00.wav,Hive3_28_07_2017_QueenBee____11_20_00.wav,Hive3_28_07_2017,Active,Hive3,
705,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____11_30_00.wav,Hive3_28_07_2017_QueenBee____11_30_00.wav,Hive3_28_07_2017,Active,Hive3,
706,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____11_40_00.wav,Hive3_28_07_2017_QueenBee____11_40_00.wav,Hive3_28_07_2017,Active,Hive3,
707,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____11_50_00.wav,Hive3_28_07_2017_QueenBee____11_50_00.wav,Hive3_28_07_2017,Active,Hive3,
708,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____12_00_00.wav,Hive3_28_07_2017_QueenBee____12_00_00.wav,Hive3_28_07_2017,Active,Hive3,
709,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____12_10_00.wav,Hive3_28_07_2017_QueenBee____12_10_00.wav,Hive3_28_07_2017,Active,Hive3,
710,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____12_20_00.wav,Hive3_28_07_2017_QueenBee____12_20_00.wav,Hive3_28_07_2017,Active,Hive3,
711,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____12_30_00.wav,Hive3_28_07_2017_QueenBee____12_30_00.wav,Hive3_28_07_2017,Active,Hive3,
712,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____12_40_00.wav,Hive3_28_07_2017_QueenBee____12_40_00.wav,Hive3_28_07_2017,Active,Hive3,
713,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____12_50_00.wav,Hive3_28_07_2017_QueenBee____12_50_00.wav,Hive3_28_07_2017,Active,Hive3,
714,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____13_00_00.wav,Hive3_28_07_2017_QueenBee____13_00_00.wav,Hive3_28_07_2017,Active,Hive3,
715,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____13_10_00.wav,Hive3_28_07_2017_QueenBee____13_10_00.wav,Hive3_28_07_2017,Active,Hive3,
716,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____13_20_00.wav,Hive3_28_07_2017_QueenBee____13_20_00.wav,Hive3_28_07_2017,Active,Hive3,
717,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____13_30_00.wav,Hive3_28_07_2017_QueenBee____13_30_00.wav,Hive3_28_07_2017,Active,Hive3,
718,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____13_40_00.wav,Hive3_28_07_2017_QueenBee____13_40_00.wav,Hive3_28_07_2017,Active,Hive3,
719,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____13_50_00.wav,Hive3_28_07_2017_QueenBee____13_50_00.wav,Hive3_28_07_2017,Active,Hive3,
720,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____14_00_00.wav,Hive3_28_07_2017_QueenBee____14_00_00.wav,Hive3_28_07_2017,Active,Hive3,
721,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____14_10_00.wav,Hive3_28_07_2017_QueenBee____14_10_00.wav,Hive3_28_07_2017,Active,Hive3,
722,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____14_20_00.wav,Hive3_28_07_2017_QueenBee____14_20_00.wav,Hive3_28_07_2017,Active,Hive3,
723,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____14_30_00.wav,Hive3_28_07_2017_QueenBee____14_30_00.wav,Hive3_28_07_2017,Active,Hive3,
724,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____14_40_00.wav,Hive3_28_07_2017_QueenBee____14_40_00.wav,Hive3_28_07_2017,Active,Hive3,
725,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____14_50_00.wav,Hive3_28_07_2017_QueenBee____14_50_00.wav,Hive3_28_07_2017,Active,Hive3,
726,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____15_00_00.wav,Hive3_28_07_2017_QueenBee____15_00_00.wav,Hive3_28_07_2017,Active,Hive3,
727,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____15_10_00.wav,Hive3_28_07_2017_QueenBee____15_10_00.wav,Hive3_28_07_2017,Active,Hive3,
728,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____15_20_00.wav,Hive3_28_07_2017_QueenBee____15_20_00.wav,Hive3_28_07_2017,Active,Hive3,
729,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____15_30_00.wav,Hive3_28_07_2017_QueenBee____15_30_00.wav,Hive3_28_07_2017,Active,Hive3,
730,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____15_40_00.wav,Hive3_28_07_2017_QueenBee____15_40_00.wav,Hive3_28_07_2017,Active,Hive3,
731,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____15_50_00.wav,Hive3_28_07_2017_QueenBee____15_50_00.wav,Hive3_28_07_2017,Active,Hive3,
732,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____16_00_00.wav,Hive3_28_07_2017_QueenBee____16_00_00.wav,Hive3_28_07_2017,Active,Hive3,
733,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____16_10_00.wav,Hive3_28_07_2017_QueenBee____16_10_00.wav,Hive3_28_07_2017,Active,Hive3,
734,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____16_20_00.wav,Hive3_28_07_2017_QueenBee____16_20_00.wav,Hive3_28_07_2017,Active,Hive3,
735,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____16_30_00.wav,Hive3_28_07_2017_QueenBee____16_30_00.wav,Hive3_28_07_2017,Active,Hive3,
736,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____16_40_00.wav,Hive3_28_07_2017_QueenBee____16_40_00.wav,Hive3_28_07_2017,Active,Hive3,
737,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____16_50_00.wav,Hive3_28_07_2017_QueenBee____16_50_00.wav,Hive3_28_07_2017,Active,Hive3,
738,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____17_00_00.wav,Hive3_28_07_2017_QueenBee____17_00_00.wav,Hive3_28_07_2017,Active,Hive3,
739,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____17_10_00.wav,Hive3_28_07_2017_QueenBee____17_10_00.wav,Hive3_28_07_2017,Active,Hive3,
740,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____17_20_00.wav,Hive3_28_07_2017_QueenBee____17_20_00.wav,Hive3_28_07_2017,Active,Hive3,
741,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____17_30_00.wav,Hive3_28_07_2017_QueenBee____17_30_00.wav,Hive3_28_07_2017,Active,Hive3,
742,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____17_40_00.wav,Hive3_28_07_2017_QueenBee____17_40_00.wav,Hive3_28_07_2017,Active,Hive3,
743,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____17_50_00.wav,Hive3_28_07_2017_QueenBee____17_50_00.wav,Hive3_28_07_2017,Active,Hive3,
744,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____18_00_00.wav,Hive3_28_07_2017_QueenBee____18_00_00.wav,Hive3_28_07_2017,Active,Hive3,
745,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____18_10_00.wav,Hive3_28_07_2017_QueenBee____18_10_00.wav,Hive3_28_07_2017,Active,Hive3,
746,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____18_20_00.wav,Hive3_28_07_2017_QueenBee____18_20_00.wav,Hive3_28_07_2017,Active,Hive3,
747,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____18_30_00.wav,Hive3_28_07_2017_QueenBee____18_30_00.wav,Hive3_28_07_2017,Active,Hive3,
748,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____18_40_00.wav,Hive3_28_07_2017_QueenBee____18_40_00.wav,Hive3_28_07_2017,Active,Hive3,
749,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____18_50_00.wav,Hive3_28_07_2017_QueenBee____18_50_00.wav,Hive3_28_07_2017,Active,Hive3,
750,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____19_00_00.wav,Hive3_28_07_2017_QueenBee____19_00_00.wav,Hive3_28_07_2017,Active,Hive3,
751,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____19_10_00.wav,Hive3_28_07_2017_QueenBee____19_10_00.wav,Hive3_28_07_2017,Active,Hive3,
752,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____19_20_00.wav,Hive3_28_07_2017_QueenBee____19_20_00.wav,Hive3_28_07_2017,Active,Hive3,
753,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____19_30_00.wav,Hive3_28_07_2017_QueenBee____19_30_00.wav,Hive3_28_07_2017,Active,Hive3,
754,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____19_40_00.wav,Hive3_28_07_2017_QueenBee____19_40_00.wav,Hive3_28_07_2017,Active,Hive3,
755,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____19_50_00.wav,Hive3_28_07_2017_QueenBee____19_50_00.wav,Hive3_28_07_2017,Active,Hive3,
756,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____20_00_00.wav,Hive3_28_07_2017_QueenBee____20_00_00.wav,Hive3_28_07_2017,Active,Hive3,
757,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____20_10_00.wav,Hive3_28_07_2017_QueenBee____20_10_00.wav,Hive3_28_07_2017,Active,Hive3,
758,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____20_20_00.wav,Hive3_28_07_2017_QueenBee____20_20_00.wav,Hive3_28_07_2017,Active,Hive3,
759,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____20_30_00.wav,Hive3_28_07_2017_QueenBee____20_30_00.wav,Hive3_28_07_2017,Active,Hive3,
760,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____20_40_00.wav,Hive3_28_07_2017_QueenBee____20_40_00.wav,Hive3_28_07_2017,Active,Hive3,
761,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____20_50_00.wav,Hive3_28_07_2017_QueenBee____20_50_00.wav,Hive3_28_07_2017,Active,Hive3,
762,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____21_00_00.wav,Hive3_28_07_2017_QueenBee____21_00_00.wav,Hive3_28_07_2017,Active,Hive3,
763,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____21_10_00.wav,Hive3_28_07_2017_QueenBee____21_10_00.wav,Hive3_28_07_2017,Active,Hive3,
764,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____21_20_00.wav,Hive3_28_07_2017_QueenBee____21_20_00.wav,Hive3_28_07_2017,Active,Hive3,
765,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____21_30_00.wav,Hive3_28_07_2017_QueenBee____21_30_00.wav,Hive3_28_07_2017,Active,Hive3,
766,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____21_40_00.wav,Hive3_28_07_2017_QueenBee____21_40_00.wav,Hive3_28_07_2017,Active,Hive3,
767,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____21_50_00.wav,Hive3_28_07_2017_QueenBee____21_50_00.wav,Hive3_28_07_2017,Active,Hive3,
768,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____22_00_00.wav,Hive3_28_07_2017_QueenBee____22_00_00.wav,Hive3_28_07_2017,Active,Hive3,
769,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____22_10_00.wav,Hive3_28_07_2017_QueenBee____22_10_00.wav,Hive3_28_07_2017,Active,Hive3,
770,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____22_20_00.wav,Hive3_28_07_2017_QueenBee____22_20_00.wav,Hive3_28_07_2017,Active,Hive3,
771,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____22_30_00.wav,Hive3_28_07_2017_QueenBee____22_30_00.wav,Hive3_28_07_2017,Active,Hive3,
772,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____22_40_00.wav,Hive3_28_07_2017_QueenBee____22_40_00.wav,Hive3_28_07_2017,Active,Hive3,
773,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____22_50_00.wav,Hive3_28_07_2017_QueenBee____22_50_00.wav,Hive3_28_07_2017,Active,Hive3,
774,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____23_00_00.wav,Hive3_28_07_2017_QueenBee____23_00_00.wav,Hive3_28_07_2017,Active,Hive3,
775,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____23_10_00.wav,Hive3_28_07_2017_QueenBee____23_10_00.wav,Hive3_28_07_2017,Active,Hive3,
776,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____23_20_00.wav,Hive3_28_07_2017_QueenBee____23_20_00.wav,Hive3_28_07_2017,Active,Hive3,
777,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____23_30_00.wav,Hive3_28_07_2017_QueenBee____23_30_00.wav,Hive3_28_07_2017,Active,Hive3,
778,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____23_40_00.wav,Hive3_28_07_2017_QueenBee____23_40_00.wav,Hive3_28_07_2017,Active,Hive3,
779,dataset\zenodo\Hive3_28_07_2017\Hive3_28_07_2017_QueenBee____23_50_00.wav,Hive3_28_07_2017_QueenBee____23_50_00.wav,Hive3_28_07_2017,Active,Hive3,
